40.445845	-80.008798	15222	1012
40.4506296	-80.0130841	15233	1014
40.4475843	-80.0037506	15212	1013
40.455462	-80.006551	15214	1015
40.445935	-79.992571	15222	1009
40.4412966	-80.0042926	15222	1000
40.440827	-80.0030151	15222	1001
40.4445388	-79.9957038	15222	1010
40.4389532	-80.0017767	15222	1002
40.436071000000005	-79.997463	15219	1004
40.4388143	-79.9975059	15222	1005
40.4401048	-79.9950061	15222	1006
40.4447321	-80.0008323	15222	1011
40.458638	-79.933594	15206	1024
40.440471	-79.988848	15219	1008
40.43772	-79.98652	15219	1007
40.4409613	-79.9480372	15213	1037
40.4371734	-80.000392	15222	1003
40.428631	-79.986413	15203	1049
40.4294065	-79.980522	15203	1048
40.42870500000001	-79.974589	15203	1047
40.427949	-79.969772	15203	1046
40.42868	-79.965277	15203	1045
40.4451874	-79.9767956	15232	1042
40.449633	-79.98593	15222	1016
40.452058	-79.983634	15222	1017
40.4658584	-79.9544833	15224	1029
40.4627353	-79.9508465	15224	1021
40.4660782	-79.9645844	15201	1018
40.4701655	-79.9603204	15201	1019
40.4604055	-79.9466242	15224	1022
40.4389164	-79.9601322	15213	1043
40.464376	-79.933434	15206	1025
40.437973	-79.953757	15213	1039
40.435965	-79.956793	15213	1044
40.442244	-79.957402	15213	1041
40.444579	-79.955004	15213	1040
40.4423907	-79.951619	15260	1036
40.446604	-79.950879	15213	1035
40.4344133	-79.9517675	15213	1038
40.44828600000001	-79.947574	15232	1034
40.458801	-79.92918500000002	15206	1030
40.4517234	-79.9322428	15232	1033
40.45636	-79.939098	15224	1023
40.456091	-79.931009	15232	1031
40.452613	-79.92852	15232	1032
40.457348	-79.924995	15206	1029
40.4559647	-79.9153605	15206	1028
40.4589138	-79.9220345	15206	1027
40.461001	-79.9261704	15206	1026
