"RegionName","City","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07"
15601,Greensburg,PA,Pittsburgh,Westmoreland,85200,84700,83800,83400,83100,82900,82900,82700,82400,82300,82100,82000,81500,81200,81400,81900,82300,82800,83300,83800,84400,84900,85600,86200,86800,87200,87300,87100,86800,86700,86900,87300,87500,87600,87900,88200,88100,88000,88100,88500,89000,89200,88900,89100,89600,89900,90200,90500,90900,91200,91400,91400,91400,91700,92300,92800,93100,93000,92900,93200,93900,95500,97300,98200,98600,98900,98700,98200,98200,98500,98800,98900,98900,98900,99100,99400,100200,100800,101300,101600,102200,103100,104200,105100,106200,107100,107600,108300,109000,109900,111100,112200,113000,113400,113300,113000,112900,112600,112500,112500,112400,112800,113500,114100,114600,115200,116000,116800,117600,118000,118100,118300,118800,119100,119000,119300,119800,120300,120900,121400,121800,122100,122800,123600,124100,124500,124800,124600,123700,122700,122400,123000,124000,125100,125900,125900,125400,124700,124300,124500,124800,124500,123600,122500,121200,120000,119500,119900,120400,120400,121000,121300,121900,123200,124600,124700,124800,124500,124100,123800,124000,124400,124300,124100,124000,123900,123800,124100,124600,125100,124900,124500,124600,124500,124100,124000,124200,124500,124800,125300,125400,125100,124900,124700,124600,124900,125300,125600,125800,125600,125200,125000,124700,124800,125000,125200,125000,125000,125000,124900,125100,125400,125500,125600,126100,126500,127200,128300,129300,130200,131300,132300,132800,133000,133100,133300,133400,133900,134500,134600,134300,133700,132900,132500,132100,132000,132200,132300,132500,133000,133200,133200
15301,Washington,PA,Pittsburgh,Washington,75200,74300,73700,73300,72900,73200,73600,73300,72600,72200,72200,72300,72600,72900,73400,73900,74400,74300,74300,75100,76400,77300,77800,78200,78900,79300,78700,77500,77000,77000,77100,77300,78000,78400,78500,78600,79000,79400,80100,80800,81700,82300,82500,82300,81700,81200,81500,82200,82400,82300,82300,82300,82200,82100,82200,82100,82400,83000,83600,84400,84800,84800,85100,85700,86100,86900,87800,88400,88300,88300,88600,89000,89200,89000,89400,90600,91200,90500,90400,91600,93700,95100,95300,94800,95200,96200,96400,95600,95100,95400,95500,94800,93900,93500,93400,93500,94100,94800,95600,96700,98500,100300,101600,102200,102700,103400,104300,105000,105500,106400,107600,108900,109700,110100,110700,112000,113000,114000,115100,116000,116600,117000,117500,117200,116300,116100,116300,116300,117000,117900,118000,117200,116500,116300,116000,115500,115300,115100,114900,114800,113700,111700,111100,112100,113100,113300,113400,113700,114300,114700,114700,114300,114700,115700,116100,115900,115700,115300,114800,114900,115700,116600,117200,117800,118400,119300,120000,120600,121400,122100,122500,122800,122600,122000,121400,120900,120300,119700,119500,119100,118100,117300,117200,117300,117300,117400,117700,118200,118500,118700,118700,119100,119800,120600,121400,121900,121900,121800,122200,122500,122700,123000,123300,123500,123900,124400,125300,125900,126300,126700,127300,127800,128400,129100,129600,130000,130900,132300,132900,133200,134100,134900,135700,136600,137300,137700,138200,138700,138600,138500,138400,138000
15642,North Huntingdon,PA,Pittsburgh,Westmoreland,86400,86700,86900,87300,87000,86700,86900,87100,86700,86400,86300,86400,85800,85600,85600,85600,86000,86600,86900,87200,87800,88300,89000,89600,90200,90500,90800,91000,91200,91100,91200,91400,91600,91900,92100,91900,91800,91800,92000,92400,92900,93200,93400,93800,94500,95300,96200,97100,97700,97900,97400,96700,96300,96300,96500,96900,97200,97300,97500,97600,98300,100200,102200,102900,103200,103600,103600,103500,103400,103500,104200,105000,105200,105300,105800,106900,108100,108700,109000,109700,110600,111200,111900,112800,113900,114600,115300,116200,117500,119400,121600,123100,124100,124300,123600,122800,122600,122300,122100,122000,121800,121900,122100,122300,123300,124900,126400,127500,128400,129100,129900,130800,131400,131400,130800,130400,130100,130100,130600,131100,131400,131500,131600,131700,131800,132300,132800,132800,132300,132200,132300,132200,132600,133300,133400,133100,132700,131900,131400,131700,131700,131300,130900,130500,129500,128300,127500,127400,127200,127100,127300,127300,127200,127200,127200,127300,127400,126900,126600,126600,127000,127600,128200,128500,129000,129200,128900,128700,129100,129700,130100,130500,131100,131100,130500,130000,130000,130400,131000,131600,132200,133000,133300,133100,132800,133000,133500,134500,135300,135400,135200,135500,136000,136400,136400,136400,136500,136400,135800,135000,134200,133800,133900,134200,134100,133900,134400,135200,135600,136200,137300,138500,139700,140500,141000,141200,141000,141200,141700,141800,142000,142100,142000,141700,141300,141200,141000,140600,140400,140600,140600,140500
15237,Ross Township,PA,Pittsburgh,Allegheny,113800,114700,115700,116100,116200,116300,116600,117000,117200,117700,118100,118200,117800,117300,116700,116300,116300,116500,116500,116700,117400,118500,119200,119800,120100,120300,120000,119600,119600,119900,120100,120500,120700,121200,121500,121700,121800,121900,122000,122100,122400,122600,122500,122400,122700,123400,123900,124100,124500,125400,126400,127300,128100,129100,130000,130600,130900,131200,131700,132100,132400,132700,133100,133700,134100,134300,134600,135200,135800,136100,136600,137500,138500,139000,139700,140600,141500,142200,143200,144200,144900,145100,145400,145900,146500,146900,147300,147500,147400,147600,148000,148000,147900,148200,148400,148900,149600,150600,151400,152100,152800,153300,153200,153200,153400,154000,154400,154400,154500,154600,154700,155000,155300,155500,156400,158100,159700,160900,161700,162100,161800,161000,160300,160000,160000,160300,160400,159800,159200,159200,159400,159700,160100,160800,161400,161700,161900,161900,161600,161600,162000,162300,162100,161700,161200,161000,161100,161500,162200,163000,163800,164100,164000,163700,163700,164100,164900,165800,166600,167200,167200,166800,166900,167600,167900,167900,168300,169200,169800,170100,170500,171000,171200,171000,170300,169300,168600,168300,168600,169300,170400,171500,172300,173000,173900,174800,175400,175700,175900,175600,174900,173900,173100,172100,171000,169900,169300,169300,169800,170000,170600,171900,173300,174000,174900,175900,177000,178200,179600,181200,183000,185700,188600,190800,191900,192600,193500,195100,197000,198500,199600,200500,200700,200500,200600,201500,202700,204100,205000,205600,205900,206200
16001,Butler Township,PA,Pittsburgh,Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93200,90300,89700,93900,98600,99000,98100,96500,94400,92500,91200,90500,90000,90000,90500,90700,90400,90500,91500,93400,95000,95600,96400,97500,98600,99900,100900,101400,101200,101200,101300,102000,102900,104300,105800,106500,106500,107200,107900,108000,107900,109500,111200,110700,108900,108000,107900,108200,108500,108700,109200,110100,110300,110200,111400,113100,112500,110800,110300,110800,111500,112100,112300,112900,114400,115600,115700,116000,117500,118900,119400,119300,119700,121300,122400,121600,119400,118000,117700,118000,118300,119700,122000,123900,124900,125100,124700,124800,125600,125800,125200,124500,124800,124600,123300,121900,121500,122100,123000,123400,123300,123200,123500,124600,125900,126700,126900,127400,128000,128400,128300,128000,128100,128700,128600,127900,127200,126600,126400,126300,125200,124200,124200,124200,124000,124500,125300,125400,125200,124600,124000,123900,124300,124200,124000,124500,125300,125800,126300,126700,126800,127300,128200,128600,129000,129000,128700,128600,128900,128800,128800,129400,129800,129900,130400,130700,130500,130100,129900,129900,130100,130000,129600,129200,128800,128800,128900,128500,127700,127200,127400,127600,127700,127400,127300,127700,128700,130000,131600,133200,134500,135400,136200,137300,138200,139300,140100,141100,142000,142800,143600,144700,145500,146100,146700,147000,147100,147500,147800,147600,147200,146500,144700,142300
15108,Moon Township,PA,Pittsburgh,Allegheny,99100,100600,102000,102500,102300,101700,101600,101900,102300,102800,103200,103100,103100,103200,102900,102600,102600,102700,102900,103300,104000,105000,106100,107000,107500,107700,107800,107700,107700,107900,108000,108200,108200,108400,108700,108700,108000,107400,107300,107500,107900,108600,109100,109400,109700,110300,111000,111600,112000,112100,112300,112900,113500,114100,114800,115700,116400,116600,116600,116700,117300,117900,118400,118900,119300,119400,119500,119900,120400,121000,121700,122100,122400,122800,123400,123700,124100,124100,124300,124800,125200,125600,125900,126400,127200,127800,128300,128500,128600,128800,129000,128600,128300,128400,128300,128400,128700,129000,129500,130400,131600,132900,133800,134100,134200,135000,135900,136300,136400,136600,136700,136700,137000,137600,138500,139900,141100,141900,142500,143500,144200,144400,144800,145100,145000,144900,145100,145100,144700,144400,144600,144900,145400,146200,146900,147400,147800,147800,147200,146900,147000,146900,146300,145200,144700,145000,145400,145500,145500,145900,146300,147100,147500,147700,147600,147700,147400,146800,146400,146300,146200,145800,145700,145600,145500,145300,145500,146500,148100,149100,149300,149200,149500,149900,149900,149600,149400,149800,150400,150700,150600,150300,150400,151000,151800,152300,152600,153000,153600,153600,153200,152900,152400,151900,151400,151200,151000,150900,150200,149300,148600,149100,150400,151700,152800,153800,154900,156000,156600,157400,159000,161400,163500,164800,165000,164800,164900,165900,166900,167200,167600,168200,168800,169000,169200,169700,170400,170800,170900,171000,171200,171300
15068,New Kensington,PA,Pittsburgh,Westmoreland,63700,64600,64900,64900,65000,65100,65600,66000,65800,65900,66400,66800,66700,66700,66500,66800,67300,67300,66900,66700,66700,66600,66600,66500,66000,65300,64800,64500,64400,64600,64900,65500,66000,66600,67000,67200,67200,67400,67800,68100,68000,67900,67600,67400,67400,67300,67300,67700,68400,68500,68300,68300,68400,68400,68600,69100,69600,70100,70300,70100,70200,71400,72900,73500,73600,73600,73500,72900,72700,73000,73500,74100,74600,74900,74800,74900,75300,75500,75600,76000,76300,76200,76200,76300,76700,77200,77700,78300,79000,79900,80900,81600,81700,81600,81600,81500,81300,81300,81300,81400,81500,81800,82200,82900,84000,85200,86000,86400,86500,86600,86800,87100,87300,87600,87600,87100,86900,87200,87500,87700,87400,86800,86300,86400,86800,87500,88300,88700,88500,88400,88700,89500,90100,90500,90600,90400,89600,88600,87900,87800,87500,87300,86900,86400,86100,86200,86700,87500,88200,88400,88100,88200,88900,89400,89200,88700,88600,88600,88300,87600,87400,87900,88300,88300,87900,87400,87100,87400,88100,88800,89100,89300,89400,89100,88800,88700,88400,87800,87800,88100,87900,87300,87200,87300,87400,87200,87200,87200,87600,88000,88500,88400,88000,87800,87900,88000,87800,87700,87300,86700,86500,86800,87200,87500,87900,88000,88000,88100,88200,88400,88900,89700,90400,91100,91200,91600,93000,94800,95200,95000,95400,96300,97000,97600,98400,98800,98900,98700,98300,98200,98600,99000
15235,Penn Hills,PA,Pittsburgh,Allegheny,63100,62500,62300,62200,61700,61600,61700,61600,61300,61200,61200,61300,61600,61600,61600,61900,62400,62600,62800,63100,63200,63400,63800,64100,64000,64100,63800,63600,63700,64100,64600,65000,65400,65900,66200,66200,66100,66200,66300,66300,66300,66400,66500,66400,66600,66800,66800,66900,67300,67800,68000,68100,68300,68500,68800,69100,69500,69700,70000,70600,71100,71700,72500,73100,73500,73500,73400,73400,73600,73600,73500,73700,74100,74600,74800,74700,74700,75000,75400,75700,75900,76000,76100,75900,75900,76200,76700,77400,78000,78300,78500,78700,78900,79200,79400,79600,79800,79900,80000,80400,80600,80700,80700,80700,80800,81100,81600,81900,81900,81700,81600,81900,82200,82300,82400,82800,83200,83500,83900,84300,84400,84600,84800,84800,84800,84900,85000,85000,85100,85100,85000,85000,85000,84600,84100,83700,83800,84100,84400,84300,84100,84200,84300,84300,84700,85100,85000,84500,84100,83700,83300,83100,82900,82400,81800,81300,81100,81100,81400,81500,81300,81200,81400,81500,81500,81500,81700,81700,81400,81100,81000,80900,80800,80600,80500,80500,80600,80800,80900,80800,80500,80200,80300,80300,80200,80100,80000,79800,79400,79100,78800,78500,78200,77900,77300,76700,76100,75800,75300,75000,75100,75300,75600,76100,77000,77700,78300,79100,79700,80200,80900,81500,81900,82300,82600,82600,82800,83600,84600,85400,86100,86700,86800,86600,86300,86000,86100,86200,86000,85600,85400,85300
15317,North Strabane Township,PA,Pittsburgh,Washington,121100,121200,119700,116900,115000,113900,113200,112500,112300,112900,113600,113500,112900,112400,112600,114000,115300,115900,116400,117300,118300,119200,119700,119900,120500,121600,122500,122600,122600,123500,124600,124800,124400,124200,123900,123600,123300,123500,124300,125500,126400,127300,128100,128900,129900,130900,132000,133100,133400,133600,134100,134700,135100,135500,136400,137200,137200,136600,137000,138000,139300,140200,141000,141300,141400,141500,141900,142300,142600,143300,144000,144000,143700,143700,143900,144700,146100,146400,145700,145800,148400,150400,151100,151900,153600,155000,156300,157700,158600,160000,161600,162500,162000,161900,162400,162900,163400,163800,163800,163400,163100,162900,163300,164200,165300,166000,166500,167200,168000,168800,169400,170400,171600,172800,173900,174600,174900,175800,177000,177800,177400,177300,178300,179500,179700,179800,179800,179800,180100,180700,181300,181700,182200,182300,181800,181600,182900,184200,184800,185100,183800,181000,179700,180100,180900,181600,182100,181600,180700,179300,178300,177900,178700,179900,180500,180200,179900,179500,179200,179200,179600,180500,181800,182900,184600,186400,187500,187800,188500,189000,189500,189600,189600,189700,189300,188800,188500,188400,188300,188400,188300,188500,188900,189400,189200,189400,189800,190200,190300,190500,191300,192400,193400,194100,194900,195600,195800,196200,196500,196700,197000,197500,197900,198100,198700,199300,200300,202000,204100,206100,208000,209600,210700,211400,211500,211400,212100,213700,215400,216800,217600,217700,217900,218700,219200,219900,221300,221900,221500,221700,222100,222100
15221,Wilkinsburg,PA,Pittsburgh,Allegheny,50000,49600,49100,49100,49400,49700,49900,50000,50000,50200,50600,50800,51200,51600,51800,52000,52500,53100,53300,53500,53800,54100,54400,54600,54600,54700,54600,54300,53800,53600,53600,53500,53700,54300,54700,54700,54600,54600,54700,54900,54800,54700,54900,55200,55400,55400,55100,55000,55100,55400,55900,56200,56400,56600,56600,56400,56200,56100,56100,56300,56600,56900,57300,58000,58500,58900,59500,60000,60600,61100,61800,62100,62500,63000,63300,63400,63300,62900,62900,62800,62500,62100,61900,61900,61900,62000,62300,62700,63600,64500,65000,65200,65600,66200,66600,67000,67300,67400,67200,67100,67300,67300,67000,67000,67200,67200,67100,67100,67000,67000,66900,66600,66600,66500,66800,67400,67900,68300,68800,69200,69300,69300,69700,70400,71000,71300,71600,71800,72100,72400,72600,73100,73700,74200,74500,74400,73500,72900,72700,72500,72400,72500,72500,72300,72200,72100,72100,72100,72600,73500,74100,74200,74300,74100,73700,73400,73400,73800,74500,74800,74600,74700,75100,75500,75500,75800,76200,76400,76400,76300,76200,76300,76300,76100,76100,76200,76400,76500,76600,76800,77000,76700,75900,75000,74300,73500,72700,72200,71800,71300,70800,70400,70100,69900,69900,70100,70400,70700,70900,70800,70300,70000,70200,70500,70700,71300,72300,73300,73900,74400,74900,75100,75500,76300,76800,77000,77200,77500,77600,77900,78700,79500,79600,79700,80100,80500,80800,81100,81400,81400,81200,80900
